"id","rightsHolder","datasetName","basisOfRecord","year","month","latitude","longitude","coordinatePrecision","coordinateUncertaintyInMeters","dataGeneralizations","taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","occurrenceID","dataSource","datasetID","dataQuality","TOWNID","type","taxaKingdomGroup","taxaSubGroup"
"645b7c5a0d1f1300703d992c","臺灣國家公園生物多樣性資料庫","澎湖南方四島螺貝類資源調查","Occurrence","2022","05","23.272444","119.507333","","25-50公尺","false","t0031927","Pinctada margaritifera","species","Animalia","Mollusca","Bivalvia","Pterioida","Pteriidae","Pinctada","E80AD184-EE69-4B50-95B9-EFFD8084A94A","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f2b75ffe55200170ee868","GBIF","iNaturalist Research-grade Observations","HumanObservation","2023","06","23.637503","120.597253","","60.0","","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","4145570799","TBIA","","good","P07","land","Animalia","Bilvalves"
"655f3adaffe55200171372c0","GBIF","iNaturalist Research-grade Observations","HumanObservation","2021","09","21.997468","120.702023","","3.0","","t0017729","Tridacna","genus","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","","3384476346","TBIA","","good","T04","land","Animalia","Bilvalves"
"655f29b4ffe55200170ea48c","GBIF","iNaturalist Research-grade Observations","HumanObservation","2017","10","22.68273","121.56493","","30258.0","","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","1847478210","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f5632ffe55200171a486c","GBIF","iNaturalist Research-grade Observations","HumanObservation","2023","07","25.155555","121.772427","","2.0","","t0047884","Tridacna noae","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","4153869852","TBIA","","good","C01","land","Animalia","Bilvalves"
"655f4d82ffe5520017186a3d","GBIF","iNaturalist Research-grade Observations","HumanObservation","2022","06","23.257374","119.673865","","30196.0","","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","4130205192","TBIA","","good","X05","land","Animalia","Bilvalves"
"64590509a0a307002cfbd218","臺灣國家公園生物多樣性資料庫","澎湖南方四島螺貝類資源調查","Occurrence","2022","08","23.251806","119.673194","","25-50公尺","false","t0072162","Arcopsis symmetrica","species","Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Arcopsis","21175F84-0C6F-46D2-8BE7-CF4BFFAE5950","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f4453ffe552001715b926","GBIF","iNaturalist Research-grade Observations","HumanObservation","2022","08","23.565525","119.666542","","35.0","","t0029259","Gafrarium pectinatum","species","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Gafrarium","3915254744","TBIA","","good","X02","land","Animalia","Bilvalves"
"645b04090d1f13005d3c9a3d","臺灣國家公園生物多樣性資料庫","澎湖南方四島藻類相及無脊椎生物相調查","Occurrence","2016","06","23.24738","119.66802","","<25公尺","false","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","C3CEE571-D758-4044-8003-F0E0D0FAA204","TBIA","","good","sea","sea","Animalia","Bilvalves"
"6458ff88a0a307002cfbb45e","臺灣國家公園生物多樣性資料庫","台江國家公園鹽水溪口濕地水域生態資源調查","Occurrence","2021","10","23.007557","120.156663","","<25公尺","false","t0032097","Potamocorbula fasciata","species","Animalia","Mollusca","Bivalvia","Myoida","Corbulidae","Potamocorbula","1E924E37-23AD-4FFA-856C-8E13BBFDD955","TBIA","","good","D06","land","Animalia","Bilvalves"
"64597567a0a307002cfdb6b8","臺灣國家公園生物多樣性資料庫","台江國家公園鹽水溪口濕地水域生態資源調查","Occurrence","2021","08","22.998073","120.142744","","<25公尺","false","t0029931","Brachidontes pharaonis","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Brachidontes","498C18F0-8AFF-459A-856E-9F539CE18615","TBIA","","good","D07","land","Animalia","Bilvalves"
"645c6072e5ab360044c17c0d","臺灣國家公園生物多樣性資料庫","台江國家公園鹽水溪口濕地水域生態資源調查","Occurrence","2021","02","23.007557","120.156663","","<25公尺","false","t0032097","Potamocorbula fasciata","species","Animalia","Mollusca","Bivalvia","Myoida","Corbulidae","Potamocorbula","F4B06B01-7D7F-4DF4-B387-475A5E53930F","TBIA","","good","D06","land","Animalia","Bilvalves"
"645a7aaf0d1f13005d3a548c","臺灣國家公園生物多樣性資料庫","澎湖南方四島國家公園海域自然資源經營管理策略研析","Occurrence","2018","07","23.26545","119.67615","","25-50公尺","false","t0027558","Lopha cristagalli","species","Animalia","Mollusca","Bivalvia","Pterioida","Ostreidae","Lopha","93433784-6460-453D-AE87-D0A1D701358B","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f6d15ffe55200171f0b8b","GBIF","Natural History Museum Rotterdam - Specimens","PreservedSpecimen","1978","01","22.67","120.26","0.01","1113.0","","t0079771","Cucullaea labiata","species","Animalia","Mollusca","Bivalvia","Arcida","Cucullaeidae","Cucullaea","2570091643","TBIA","","good","E03","land","Animalia","Bilvalves"
"655f459bffe55200171614ce","GBIF","iNaturalist Research-grade Observations","HumanObservation","2019","09","22.331239","120.37147","","30.0","","t0047884","Tridacna noae","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","2802656476","TBIA","","good","T22","land","Animalia","Bilvalves"
"62a305f0-b3d7-47ae-b2c0-68540299e089","fromOBIS","fromOBIS","PreservedSpecimen","2007","9","22.62522","120.26388","","1000","{NO_DEPTH,ON_LAND}","t0004488","Psammobiidae","family","Animalia","Mollusca","Bivalvia","Venerida","Psammobiidae","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mollusc:P039502","OBIS","00a7f490-7418-413b-a9f1-666f186769b6","good","E02","land","Animalia","Bilvalves"
"6481717880233a0021454036","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","02","23.14","120.43","0.00001","","","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","R-2020-NC-0005621","TBIA","","good","D19","land","Animalia","Bilvalves"
"645a43980d1f13002f1d73fb","臺灣國家公園生物多樣性資料庫","澎湖南方四島藻類相及無脊椎生物相調查","Occurrence","2017","01","23.26486","119.52032","","<25公尺","false","t0027558","Lopha cristagalli","species","Animalia","Mollusca","Bivalvia","Pterioida","Ostreidae","Lopha","82DB4097-F90B-4BE0-9FDE-C77F6BA47F44","TBIA","","good","sea","sea","Animalia","Bilvalves"
"65be5ec5cf4897005f7dc4b3","台灣生物多樣性網絡 TBN","成龍溼地魚類生態紀錄","HumanObservation","2012","06","23.554752","120.161862","","30.0","false","t0068212","Macridiscus aequilatera","species","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Macridiscus","0ffe73c6-b06b-42a8-84e0-b7353ab7dee2","TBIA","","good","P19","land","Animalia","Bilvalves"
"6481717880233a00214540b0","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","02","23.08","120.5","0.00001","","","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","R-2020-NC-0005743","TBIA","","good","D38","land","Animalia","Bilvalves"
"645a2aa30d1f13002f1d0e07","臺灣國家公園生物多樣性資料庫","金門國家公園貨輪擱淺地區潮間帶動物資源監測計畫","Occurrence","2016","12","24.3922","118.30883","","50-100公尺","false","t0018084","Vignadula","genus","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","","7A54C769-E112-429B-82E8-1B0C01FBA32A","TBIA","","good","W03","land","Animalia","Bilvalves"
"655f3753ffe5520017128463","GBIF","iNaturalist Research-grade Observations","HumanObservation","2023","08","23.598295","119.673989","","109.0","","t0066334","Irus mitis","species","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Irus","4416841530","TBIA","","good","sea","sea","Animalia","Bilvalves"
"21b4cf80-b4fd-45c1-b2fc-875a81dd175e","fromOBIS","fromOBIS","PreservedSpecimen","2012","11","22.62522","120.26388","","1000","{NO_DEPTH,ON_LAND}","t0102857","Crenocrassatella","genus","Animalia","Mollusca","Bivalvia","Venerida","Crassatellidae","Crenocrassatella","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mollusc:P050565","OBIS","00a7f490-7418-413b-a9f1-666f186769b6","good","E02","land","Animalia","Bilvalves"
"65be5ec6cf4897005f7dc602","台灣生物多樣性網絡 TBN","成龍溼地魚類生態紀錄","HumanObservation","2020","07","23.554752","120.161862","","30.0","false","t0027464","Limnoperna fortunei","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Limnoperna","fbfb608f-2b33-4036-a783-2fd0462b9da3","TBIA","","good","P19","land","Animalia","Bilvalves"
"032a54a7-e1fc-4041-aaf9-8e549a878cdd","fromOBIS","fromOBIS","PreservedSpecimen","2012","11","22.62522","120.26388","","1000","{NO_DEPTH,ON_LAND}","t0010999","Brachidontes","genus","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Brachidontes","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mollusc:P050245","OBIS","00a7f490-7418-413b-a9f1-666f186769b6","good","E02","land","Animalia","Bilvalves"
"655f5de5ffe55200171c1e54","GBIF","DMNS Marine Invertebrate Collection (Arctos)","PreservedSpecimen","1991","11","22.644142","120.241918","","24463.0","","t0061962","Donax cuneatus","species","Animalia","Mollusca","Bivalvia","Venerida","Donacidae","Donax","2565925276","TBIA","","good","sea","sea","Animalia","Bilvalves"
"645928a7a0a307002cfc6e98","臺灣國家公園生物多樣性資料庫","澎湖南方四島螺貝類資源調查","Occurrence","2022","06","23.273067","119.511933","","25-50公尺","false","t0031927","Pinctada margaritifera","species","Animalia","Mollusca","Bivalvia","Pterioida","Pteriidae","Pinctada","2E015846-C95C-4C43-A6EC-4C7578BD6165","TBIA","","good","sea","sea","Animalia","Bilvalves"
"64596fe5a0a307002cfd9bd1","臺灣國家公園生物多樣性資料庫","澎湖南方四島國家公園海域自然資源經營管理策略研析","Occurrence","2018","07","23.24815","119.6215","","25-50公尺","false","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","47438EBA-C893-4E38-A632-0182641F7754","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f3913ffe552001712fd16","GBIF","iNaturalist Research-grade Observations","HumanObservation","2021","08","22.086526","120.706595","","7.0","","t0030174","Cardita variegata","species","Animalia","Mollusca","Bivalvia","Venerida","Carditidae","Cardita","3338031341","TBIA","","good","T23","land","Animalia","Bilvalves"
"655f2df7ffe55200170fbb3e","GBIF","iNaturalist Research-grade Observations","HumanObservation","2021","08","23.204555","119.418428","","2.0","","t0047884","Tridacna noae","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","3915428281","TBIA","","good","sea","sea","Animalia","Bilvalves"
"6481717480233a00214531f9","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","02","23.8432","120.8658","0.00001","","","t0027464","Limnoperna fortunei","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Limnoperna","R-2020-NC-0001944","TBIA","","good","M11","land","Animalia","Bilvalves"
"65be5ec6cf4897005f7dc6b3","台灣生物多樣性網絡 TBN","成龍溼地魚類生態紀錄","HumanObservation","2020","08","23.554752","120.161862","","30.0","false","t0027464","Limnoperna fortunei","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Limnoperna","5801dbfd-1e71-489b-95f1-60c56d89f3be","TBIA","","good","P19","land","Animalia","Bilvalves"
"f5562248-61f5-47c9-96aa-62c8a304a3a6","fromOBIS","fromOBIS","PreservedSpecimen","2007","9","22.62522","120.26388","","1000","{NO_DEPTH,ON_LAND}","t0010999","Brachidontes","genus","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Brachidontes","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mollusc:P039959","OBIS","00a7f490-7418-413b-a9f1-666f186769b6","good","E02","land","Animalia","Bilvalves"
"6481717480233a00214531cd","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","02","23.08","120.5","0.00001","","","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","R-2020-NC-0001900","TBIA","","good","D38","land","Animalia","Bilvalves"
"655f2ed7ffe55200170feabd","GBIF","iNaturalist Research-grade Observations","HumanObservation","2012","09","21.802285","120.74391","","30338.0","","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","3872970344","TBIA","","good","sea","sea","Animalia","Bilvalves"
"645b62a40d1f1300703d2a32","臺灣國家公園生物多樣性資料庫","台江學園水域生態資源調查計畫","Occurrence","2020","08","23.001124","120.139377","","<25公尺","false","t0031759","Perna viridis","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Perna","DEBD7B10-3373-4A6C-B1F8-0584AA07E6C2","TBIA","","good","D06","land","Animalia","Bilvalves"
"645a084fa6de000056992866","臺灣國家公園生物多樣性資料庫","澎湖南方四島藻類相及無脊椎生物相調查","Occurrence","2017","03","23.2598","119.5209","","<25公尺","false","t0047885","Tridacna squamosa","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","6F371E35-CE10-417D-BA71-615105E9997E","TBIA","","good","sea","sea","Animalia","Bilvalves"
"655f6d15ffe55200171f0b2e","GBIF","Natural History Museum Rotterdam - Specimens","PreservedSpecimen","1975","05","23.58","119.56","0.01","1113.0","","t0027459","Lima vulgaris","species","Animalia","Mollusca","Bivalvia","Pterioida","Limidae","Lima","2849431311","TBIA","","good","sea","sea","Animalia","Bilvalves"
"eafb5037-5b27-4632-8ab8-77f8dec33e0e","fromOBIS","fromOBIS","PreservedSpecimen","2007","9","22.62522","120.26388","","1000","{NO_DEPTH,ON_LAND}","t0013247","Nuculana","genus","Animalia","Mollusca","Bivalvia","Nuculoida","Nuculanidae","Nuculana","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mollusc:P039921","OBIS","00a7f490-7418-413b-a9f1-666f186769b6","good","E02","land","Animalia","Bilvalves"
"655f39a6ffe5520017133427","GBIF","iNaturalist Research-grade Observations","HumanObservation","2020","09","23.076132","120.042386","","31.0","","t0029259","Gafrarium pectinatum","species","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Gafrarium","4028621484","TBIA","","good","D22","land","Animalia","Bilvalves"
"65be5ec5cf4897005f7dc579","台灣生物多樣性網絡 TBN","成龍溼地魚類生態紀錄","HumanObservation","2014","10","23.554752","120.161862","","30.0","false","t0004118","Mytilidae","family","Animalia","Mollusca","Bivalvia","Mytiloida","","","fa8eca21-a6a0-43cb-8d98-0918eee83bce","TBIA","","good","P19","land","Animalia","Bilvalves"
"6481717880233a00214540c2","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","02","23.11","120.48","0.00001","","","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","R-2020-NC-0005761","TBIA","","good","D36","land","Animalia","Bilvalves"
"645a17370d1f13002f1cb789","臺灣國家公園生物多樣性資料庫","澎湖南方四島螺貝類資源調查","Occurrence","2022","06","23.270183","119.502267","","25-50公尺","false","t0047885","Tridacna squamosa","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","73162DF8-FCFD-4BCB-BE9C-BE7ADADBA951","TBIA","","good","sea","sea","Animalia","Bilvalves"
"64595f66a0a307002cfd5838","臺灣國家公園生物多樣性資料庫","台江學園水域生態資源調查計畫","Occurrence","2020","08","23.001124","120.139377","","<25公尺","false","t0080853","Mytilopsis sallei","species","Animalia","Mollusca","Bivalvia","Venerida","Dreissenidae","Mytilopsis","41A98C5E-FDF7-4E97-B987-0E407A7C89CA","TBIA","","good","D06","land","Animalia","Bilvalves"
"65be5ec6cf4897005f7dc602","台灣生物多樣性網絡 TBN","成龍溼地魚類生態紀錄","HumanObservation","2020","07","23.554752","120.161862","","30.0","false","t0027464","Limnoperna fortunei","species","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Limnoperna","fbfb608f-2b33-4036-a783-2fd0462b9da3","TBIA","","good","P19","land","Animalia","Bilvalves"
"6459a1dba0a307002cfe6e28","臺灣國家公園生物多樣性資料庫","澎湖南方四島螺貝類資源調查","Occurrence","2022","05","23.24255","119.614783","","25-50公尺","false","t0033088","Streptopinna saccata","species","Animalia","Mollusca","Bivalvia","Mytiloida","Pinnidae","Streptopinna","58EECDF4-15D8-42E6-AA10-BCF59953EFF1","TBIA","","good","sea","sea","Animalia","Bilvalves"
"645a3b600d1f13002f1d55cb","臺灣國家公園生物多樣性資料庫","澎湖南方四島國家公園海域自然資源經營管理策略研析","Occurrence","2018","07","23.2696667","119.5122333","","25-50公尺","false","t0033088","Streptopinna saccata","species","Animalia","Mollusca","Bivalvia","Mytiloida","Pinnidae","Streptopinna","8054FF30-0C95-46E3-AB3A-3FB3809ACD7F","TBIA","","good","sea","sea","Animalia","Bilvalves"
"645b48a80d1f1300703cc1bf","臺灣國家公園生物多樣性資料庫","台江國家公園鹽水溪口濕地水域生態資源調查","Occurrence","2021","02","22.998073","120.142744","","<25公尺","false","t0032097","Potamocorbula fasciata","species","Animalia","Mollusca","Bivalvia","Myoida","Corbulidae","Potamocorbula","D616DFA3-5C8D-471C-8097-4CCE8CD703D0","TBIA","","good","D07","land","Animalia","Bilvalves"
"64524d2dd9db0801d6b98467","台灣生物多樣性網絡 TBN","人禾環境倫理發展基金會_2017-2022東北部獨流溪魚蝦蟹螺調查","Occurrence","2018","10","25.04898","121.92598","0.1","65","true","t0079356","Corbicula fluminea","species","Animalia","Mollusca","Bivalvia","Venerida","Corbiculidae","Corbicula","d0cf4eab-d281-4e13-bd01-87c10a847f52","TBIA","","good","F24","land","Animalia","Bilvalves"
"655f58faffe55200171af796","GBIF","iNaturalist Research-grade Observations","HumanObservation","2021","10","22.718819","121.528282","","30258.0","","t0028336","Tridacna maxima","species","Animalia","Mollusca","Bivalvia","Venerida","Tridacnidae","Tridacna","3399221670","TBIA","","good","sea","sea","Animalia","Bilvalves"
"65bca7f5cf48970047496d3b","台灣生物多樣性網絡 TBN","The Taiwan Breeding Bird Survey Data","HumanObservation","2014","03","23.257852","120.500008","","100.0","false","t0103435","Erythrogenys erythrocnemis","species","Animalia","Chordata","Aves","Passeriformes","Timaliidae","Erythrogenys","d1fca813-1eb3-46ca-a4f0-0bdb136f8fb0","TBIA","","good","D14","land","Animalia","Birds"
"645b70e10d1f1300703d66fe","臺灣國家公園生物多樣性資料庫","103年度墾丁國家公園過境猛禽族群量暨相關遷徙地區調查","Occurrence","2014","10","21.953341","120.823208","0.01","","true","t0029986","Butastur indicus","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Butastur","E3D7F7D9-ADBB-4A07-B32D-AC3CADD089A4","TBIA","","good","T04","land","Animalia","Birds"
"653c22ff9a3184000dcf9011","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","04","26.3640687","120.4920601","","500","false","t0098689","Pycnonotus sinensis","species","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","01a5b1c2-cdc8-4952-8006-4ea7f223f068","TBIA","","good","Z04","land","Animalia","Birds"
"653c57ef9a3184000de09b9b","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","01","25.0535099","121.9297329","","330","false","t0048259","Turdus naumanni","species","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","110f069a-72b4-4a29-b68c-8bd33b35c426","TBIA","","good","F24","land","Animalia","Birds"
"653b72639a3184000d9c39d3","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","04","24.2152","120.88393","","20000","false","t0079031","Columba livia","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","2539cdfd-a070-47b9-8194-e47cd0d3a995","TBIA","","good","B10","land","Animalia","Birds"
"65bb8ca2cf4897002620ce13","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2020","04","23.2691","120.9551","0.01","500","true","t0067566","Liocichla steerii","species","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","Liocichla","a47083e8-a8ee-46eb-aef8-34c8d48930d0","TBIA","","good","E37","land","Animalia","Birds"
"6559bbc2c44a090015afabce","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","02","25.077133","121.451916","","500","false","t0097065","Fulica atra","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","6cb73ce0-d49d-4321-bf5f-0ed9ec0238c7","TBIA","","good","F03","land","Animalia","Birds"
"65ae2291666d79008bb5d101","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","1996","02","22.9679606","120.6789169","0.01","","true","t0099050","Taenioptynx brodiei","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Taenioptynx","30b3bc10-59ca-45e6-93a6-d7a63c542ea4","TBIA","","good","E36","land","Animalia","Birds"
"653ad6ab9a3184000d6e7866","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","12","23.8482405","120.2715397","","380","false","t0100093","Ardea alba","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","32170efd-00f5-45ca-87be-d475f101ce1b","TBIA","","good","N24","land","Animalia","Birds"
"653b92d79a3184000da57f21","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","09","22.0111564","120.8391916","","500","false","t0097277","Hirundo tahitica","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","bccd8764-6afe-4267-a945-7787f7b62728","TBIA","","good","T24","land","Animalia","Birds"
"653aed7e9a3184000d75b0ad","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2012","07","22.22302","120.852956","","500","false","t0036478","Pomatorhinus musicus","species","Animalia","Chordata","Aves","Passeriformes","Timaliidae","Pomatorhinus","894a46d7-77db-4503-ad64-39a670f96936","TBIA","","good","T32","land","Animalia","Birds"
"653bcfdf9a3184000db76e99","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","04","24.6830797","121.7738771","","1210","false","t0097276","Hirundo rustica","species","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","4fdc957c-d40a-4f3d-bd2c-0686bfbf4a5e","TBIA","","good","G06","land","Animalia","Birds"
"653b0ac99a3184000d7e5ee3","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2018","12","24.4648765","118.4084203","","1407","false","t0080786","Myophonus caeruleus","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Myophonus","221b1877-955e-4677-9adc-ca1c5b0fec5b","TBIA","","good","W02","land","Animalia","Birds"
"653b48599a3184000d901ceb","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","10","24.8906312","120.9809679","","500","false","t0098689","Pycnonotus sinensis","species","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","e6840034-31fe-452f-9a65-5a62839de7e7","TBIA","","good","J09","land","Animalia","Birds"
"653bb5169a3184000daf94f6","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","10","23.4345267","120.3242633","","2840","false","t0097409","Bubulcus ibis","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","22c1fbc7-f819-4da3-ac47-6aed551ea370","TBIA","","good","Q12","land","Animalia","Birds"
"653b0cb59a3184000d7ef296","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2015","04","23.9370198","121.6060781","","3000","false","t0057611","Alcippe morrisonia","species","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","Alcippe","04117762-71f6-4e00-9577-8797c0bff3b1","TBIA","","good","U06","land","Animalia","Birds"
"653af3989a3184000d77491d","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","1999","06","24.4921151","121.5365297","0.01","","true","t0098934","Spilornis cheela","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spilornis","8be42a14-d8f3-4d03-9694-f526f36ef9f0","TBIA","","good","G11","land","Animalia","Birds"
"653be1939a3184000dbca220","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","1996","12","25.0193121","121.923236","0.01","","true","t0096204","Lonchura atricapilla","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Lonchura","cb9b6c87-cd22-479d-9063-9b5068a3f739","TBIA","","good","F24","land","Animalia","Birds"
"653bc16d9a3184000db313e2","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","04","25.2122382","121.6983715","","2000","false","t0098582","Prinia flaviventris","species","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Prinia","65624be2-771f-4771-81c8-e6f11d77a206","TBIA","","good","F26","land","Animalia","Birds"
"653b96009a3184000da675a0","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","11","22.8063201","121.0450841","0.01","6000","true","t0097039","Falco tinnunculus","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","b42aa638-afab-4a17-887b-6b625dec5cde","TBIA","","good","V04","land","Animalia","Birds"
"65ae220c666d79008bb5bdcd","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2010","10","23.4818853","120.886302","0.01","","true","t0098992","Strix nivicolum","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","b8cfece7-97ad-4cf7-b6b4-d92d3161e43e","TBIA","","good","M12","land","Animalia","Birds"
"6559edccc44a090015c0f4fb","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","09","22.884073","120.494528","","620","false","t0098689","Pycnonotus sinensis","species","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","1edf9a8d-67b2-419f-ab89-8a34bdeaadef","TBIA","","good","E30","land","Animalia","Birds"
"653be42e9a3184000dbd4296","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","07","24.793566","120.9175068","","1000","false","t0029682","Himantopus himantopus","species","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","8f3382ae-4d68-441e-b387-79ca7b0aab54","TBIA","","good","O03","land","Animalia","Birds"
"653afda89a3184000d7a2c2b","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","03","22.6874588","120.3073955","","500","false","t0086298","Streptopelia chinensis","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","bea49d15-de47-4e61-b650-09220d6ad2f8","TBIA","","good","E03","land","Animalia","Birds"
"653bb9139a3184000db0bb6e","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2015","10","24.0485411","120.3956535","","500","false","t0097635","Charadrius dubius","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","8cae1b78-8a40-402e-b824-bd53678c92d8","TBIA","","good","N11","land","Animalia","Birds"
